instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
2563,2011-04-21,2,0,4,16,0,4,1,1,0.52,0.5,0.27,0.3582,294
2079,2011-04-01,2,0,4,11,0,5,1,1,0.32,0.2879,0.61,0.3582,89
4094,2011-06-24,3,0,6,11,0,5,1,1,0.8,0.7121,0.38,0.3284,203
9148,2012-01-22,1,1,1,1,0,0,0,2,0.18,0.1667,0.74,0.2985,50
14353,2012-08-26,3,1,8,5,0,0,0,1,0.64,0.5758,0.89,0.19399999999999998,16
3194,2011-05-17,2,0,5,23,0,2,1,2,0.54,0.5152,0.88,0.2537,56
13715,2012-07-30,3,1,7,15,0,1,1,1,0.8,0.7424,0.49,0.2537,236
11551,2012-05-01,2,1,5,11,0,2,1,2,0.66,0.6212,0.65,0.2836,229
7696,2011-11-22,4,0,11,6,0,2,1,2,0.38,0.3939,0.94,0.1045,64
2920,2011-05-06,2,0,5,13,0,5,1,1,0.58,0.5455,0.4,0.3284,253
5532,2011-08-23,3,0,8,9,0,2,1,2,0.66,0.6212,0.44,0.0,225
15939,2012-11-01,4,1,11,19,0,4,1,2,0.4,0.4091,0.5,0.1642,452
7067,2011-10-27,4,0,10,1,0,4,1,1,0.46,0.4545,0.94,0.0,11
3208,2011-05-18,2,0,5,13,0,3,1,2,0.56,0.5303,0.83,0.3284,122
2716,2011-04-28,2,0,4,1,0,4,1,2,0.62,0.5758,0.83,0.3881,20
7086,2011-10-27,4,0,10,20,0,4,1,1,0.42,0.4242,0.67,0.4925,182
4170,2011-06-27,3,0,6,15,0,1,1,2,0.74,0.6818,0.55,0.0,202
12977,2012-06-29,3,1,6,21,0,5,1,2,0.86,0.8333,0.53,0.19399999999999998,236
14167,2012-08-18,3,1,8,11,0,6,0,1,0.72,0.6667,0.51,0.0,536
6992,2011-10-23,4,0,10,22,0,0,0,1,0.42,0.4242,0.77,0.1045,94
15974,2012-11-03,4,1,11,6,0,6,0,2,0.32,0.3182,0.49,0.19399999999999998,21
7476,2011-11-13,4,0,11,2,0,0,0,1,0.36,0.3636,0.57,0.1045,57
7146,2011-10-30,4,0,10,8,0,0,0,1,0.26,0.2576,0.7,0.2239,80
821,2011-02-06,1,0,2,15,0,0,0,1,0.34,0.3485,0.46,0.0896,182
292,2011-01-13,1,0,1,14,0,4,1,1,0.22,0.19699999999999998,0.41,0.3881,42
14844,2012-09-15,3,1,9,16,0,6,0,2,0.66,0.6212,0.36,0.2239,783
7865,2011-11-29,4,0,11,8,0,2,1,1,0.54,0.5152,0.77,0.2836,449
654,2011-01-30,1,0,1,13,0,0,0,1,0.28,0.2879,0.61,0.1045,84
15381,2012-10-08,4,1,10,1,1,1,0,1,0.34,0.3333,0.87,0.1642,37
4217,2011-06-29,3,0,6,14,0,3,1,1,0.8,0.6970000000000001,0.31,0.19399999999999998,188
11653,2012-05-05,2,1,5,17,0,6,0,2,0.68,0.6364,0.65,0.2985,502
12144,2012-05-26,2,1,5,4,0,6,0,1,0.62,0.5606,0.88,0.1343,2
931,2011-02-11,1,0,2,9,0,5,1,1,0.12,0.1212,0.74,0.2239,140
4238,2011-06-30,3,0,6,11,0,4,1,1,0.74,0.6515,0.37,0.1343,169
13211,2012-07-09,3,1,7,15,0,1,1,2,0.76,0.6818,0.45,0.2239,280
2860,2011-05-04,2,0,5,1,0,3,1,3,0.5,0.4848,0.82,0.2836,7
9855,2012-02-20,1,1,2,14,1,1,0,1,0.32,0.3182,0.36,0.19399999999999998,263
1454,2011-03-05,1,0,3,20,0,6,0,2,0.44,0.4394,0.77,0.3284,70
1607,2011-03-12,1,0,3,10,0,6,0,1,0.32,0.303,0.66,0.2239,99
11418,2012-04-25,2,1,4,22,0,3,1,1,0.5,0.4848,0.51,0.0,192
3144,2011-05-15,2,0,5,21,0,0,0,1,0.54,0.5152,0.88,0.0,151
16841,2012-12-09,4,1,12,11,0,0,0,2,0.4,0.4091,0.87,0.2985,250
14002,2012-08-11,3,1,8,14,0,6,0,1,0.8,0.7424,0.49,0.2985,538
4949,2011-07-30,3,0,7,2,0,6,0,1,0.76,0.6970000000000001,0.55,0.1045,42
1457,2011-03-05,1,0,3,23,0,6,0,2,0.44,0.4394,0.77,0.2985,44
6974,2011-10-23,4,0,10,4,0,0,0,1,0.34,0.3636,0.87,0.0,6
15946,2012-11-02,4,1,11,2,0,5,1,1,0.32,0.3182,0.66,0.1642,10
8764,2012-01-05,1,1,1,23,0,4,1,1,0.24,0.2576,0.7,0.1045,60
17378,2012-12-31,1,1,12,22,0,1,1,1,0.26,0.2727,0.56,0.1343,61
7956,2011-12-03,4,0,12,3,0,6,0,1,0.24,0.2424,0.7,0.1343,9
1711,2011-03-16,1,0,3,22,0,3,1,2,0.4,0.4091,0.62,0.3881,59
863,2011-02-08,1,0,2,9,0,2,1,1,0.24,0.19699999999999998,0.52,0.4925,135
5747,2011-09-01,3,0,9,21,0,4,1,2,0.66,0.6212,0.57,0.19399999999999998,177
15505,2012-10-13,4,1,10,5,0,6,0,1,0.3,0.2879,0.61,0.19399999999999998,11
4829,2011-07-25,3,0,7,2,0,1,1,2,0.74,0.7121,0.79,0.0896,6
17276,2012-12-27,1,1,12,16,0,4,1,2,0.26,0.2424,0.52,0.2836,174
9635,2012-02-11,1,1,2,9,0,6,0,3,0.22,0.2424,0.93,0.1045,90
15664,2012-10-19,4,1,10,20,0,5,1,1,0.52,0.5,0.77,0.19399999999999998,229
12774,2012-06-21,3,1,6,10,0,4,1,1,0.84,0.7879,0.49,0.1045,150
4984,2011-07-31,3,0,7,13,0,0,0,1,0.9,0.7727,0.24,0.1343,294
15530,2012-10-14,4,1,10,6,0,0,0,1,0.4,0.4091,0.82,0.1642,24
9598,2012-02-09,1,1,2,20,0,4,1,1,0.32,0.3485,0.36,0.0,199
567,2011-01-25,1,0,1,19,0,2,1,2,0.26,0.2576,0.65,0.1642,146
6307,2011-09-25,4,0,9,8,0,0,0,2,0.62,0.5606,0.88,0.0,86
6326,2011-09-26,4,0,9,3,0,1,1,2,0.62,0.5455,0.94,0.0,5
6157,2011-09-19,3,0,9,2,0,1,1,2,0.52,0.5,0.72,0.1343,13
8021,2011-12-05,4,0,12,20,0,1,1,2,0.46,0.4545,0.82,0.1045,205
4885,2011-07-27,3,0,7,10,0,3,1,1,0.78,0.6818,0.33,0.0,114
2862,2011-05-04,2,0,5,3,0,3,1,3,0.42,0.4242,0.88,0.5224,1
1966,2011-03-27,2,0,3,17,0,0,0,1,0.32,0.303,0.31,0.2537,159
5944,2011-09-10,3,0,9,4,0,6,0,1,0.58,0.5455,0.94,0.0896,7
5091,2011-08-05,3,0,8,0,0,5,1,1,0.66,0.6212,0.74,0.1045,54
10775,2012-03-30,2,1,3,1,0,5,1,1,0.38,0.3939,0.5,0.2836,27
3048,2011-05-11,2,0,5,21,0,3,1,1,0.54,0.5152,0.6,0.0,234
12725,2012-06-19,2,1,6,9,0,2,1,1,0.64,0.6061,0.73,0.0896,328
11496,2012-04-29,2,1,4,4,0,0,0,2,0.36,0.3485,0.87,0.1343,4
16443,2012-11-22,4,1,11,20,1,4,0,1,0.34,0.3636,0.71,0.0,52
16632,2012-11-30,4,1,11,18,0,5,1,2,0.34,0.3636,0.61,0.0,509
4709,2011-07-20,3,0,7,2,0,3,1,1,0.7,0.6667,0.84,0.0,9
13445,2012-07-19,3,1,7,9,0,4,1,2,0.76,0.7121,0.58,0.2836,318
5226,2011-08-10,3,0,8,15,0,3,1,1,0.86,0.7424,0.3,0.3284,194
16945,2012-12-13,4,1,12,19,0,4,1,1,0.3,0.303,0.45,0.1642,348
7018,2011-10-25,4,0,10,0,0,2,1,1,0.44,0.4394,0.77,0.1343,30
11702,2012-05-07,2,1,5,18,0,1,1,2,0.6,0.6212,0.53,0.3582,680
736,2011-02-03,1,0,2,0,0,4,1,1,0.2,0.1667,0.4,0.4478,12
1558,2011-03-10,1,0,3,8,0,4,1,3,0.38,0.3939,0.0,0.2836,44
13033,2012-07-02,3,1,7,5,0,1,1,2,0.72,0.6667,0.51,0.0,40
1442,2011-03-05,1,0,3,8,0,6,0,2,0.3,0.2727,1.0,0.2985,45
721,2011-02-02,1,0,2,9,0,3,1,2,0.24,0.2576,0.93,0.0896,123
14425,2012-08-29,3,1,8,5,0,3,1,1,0.6,0.5909,0.73,0.19399999999999998,40
427,2011-01-19,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,112
14910,2012-09-18,3,1,9,10,0,2,1,3,0.68,0.6364,0.79,0.6418,160
9805,2012-02-18,1,1,2,11,0,6,0,1,0.32,0.3333,0.57,0.1343,286
10767,2012-03-29,2,1,3,17,0,4,1,1,0.52,0.5,0.38,0.3881,703
14649,2012-09-07,3,1,9,13,0,5,1,1,0.8,0.7727,0.59,0.2537,354
3246,2011-05-20,2,0,5,3,0,5,1,1,0.44,0.4394,1.0,0.0,5
10952,2012-04-06,2,1,4,11,0,5,1,1,0.4,0.4091,0.37,0.2985,291
9250,2012-01-26,1,1,1,7,0,4,1,2,0.28,0.303,0.81,0.0896,239
10241,2012-03-07,1,1,3,18,0,3,1,1,0.56,0.5303,0.4,0.4627,544
5722,2011-08-31,3,0,8,20,0,3,1,1,0.66,0.6212,0.57,0.1343,289
14384,2012-08-27,3,1,8,12,0,1,1,1,0.76,0.7121,0.62,0.0,283
6984,2011-10-23,4,0,10,14,0,0,0,1,0.52,0.5,0.55,0.2239,408
11419,2012-04-25,2,1,4,23,0,3,1,2,0.5,0.4848,0.51,0.0896,104
285,2011-01-13,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,72
13253,2012-07-11,3,1,7,9,0,3,1,2,0.7,0.6667,0.74,0.1343,328
8222,2011-12-14,4,0,12,5,0,3,1,2,0.26,0.303,0.81,0.0,26
380,2011-01-17,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,13
15816,2012-10-26,4,1,10,4,0,5,1,2,0.52,0.5,0.88,0.1642,5
9835,2012-02-19,1,1,2,17,0,0,0,2,0.3,0.2879,0.49,0.2537,157
6936,2011-10-21,4,0,10,14,0,5,1,1,0.52,0.5,0.42,0.2985,198
11611,2012-05-03,2,1,5,23,0,4,1,1,0.6,0.5606,0.83,0.0,121
1164,2011-02-21,1,0,2,6,1,1,0,2,0.42,0.4242,0.26,0.2985,8
7459,2011-11-12,4,0,11,9,0,6,0,1,0.3,0.303,0.61,0.1642,160
3740,2011-06-09,2,0,6,17,0,4,1,1,0.9,0.8182,0.37,0.2537,409
4902,2011-07-28,3,0,7,3,0,4,1,1,0.72,0.6667,0.54,0.0,5
7475,2011-11-13,4,0,11,1,0,0,0,2,0.36,0.3485,0.66,0.19399999999999998,71
3478,2011-05-29,2,0,5,19,0,0,0,1,0.72,0.6970000000000001,0.74,0.2537,287
7609,2011-11-18,4,0,11,15,0,5,1,1,0.34,0.3333,0.29,0.1343,178
10726,2012-03-28,2,1,3,0,0,3,1,1,0.36,0.3333,0.4,0.2836,30
11742,2012-05-09,2,1,5,10,0,3,1,2,0.62,0.6061,0.65,0.2537,153
1689,2011-03-15,1,0,3,23,0,2,1,2,0.32,0.3182,0.87,0.1642,18
4741,2011-07-21,3,0,7,10,0,4,1,2,0.82,0.8636,0.71,0.2239,78
10931,2012-04-05,2,1,4,14,0,4,1,1,0.46,0.4545,0.33,0.1642,287
3044,2011-05-11,2,0,5,17,0,3,1,1,0.64,0.6212,0.47,0.1045,259
5712,2011-08-31,3,0,8,10,0,3,1,1,0.7,0.6364,0.45,0.1045,138
16487,2012-11-24,4,1,11,16,0,6,0,1,0.28,0.2424,0.38,0.4478,170
7384,2011-11-09,4,0,11,6,0,3,1,1,0.3,0.3333,0.87,0.0,98
6416,2011-09-29,4,0,9,21,0,4,1,1,0.58,0.5455,0.56,0.0,225
6758,2011-10-14,4,0,10,3,0,5,1,1,0.56,0.5303,0.94,0.1343,7
9882,2012-02-21,1,1,2,18,0,2,1,1,0.38,0.3939,0.4,0.4478,425
1359,2011-03-01,1,0,3,21,0,2,1,1,0.26,0.303,0.56,0.0,63
14239,2012-08-21,3,1,8,11,0,2,1,1,0.7,0.6515,0.54,0.0,256
17266,2012-12-27,1,1,12,6,0,4,1,1,0.24,0.19699999999999998,0.7,0.4925,45
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,52
7576,2011-11-17,4,0,11,6,0,4,1,3,0.36,0.3485,0.57,0.2239,75
12463,2012-06-08,2,1,6,11,0,5,1,1,0.7,0.6364,0.42,0.2537,264
8073,2011-12-08,4,0,12,0,0,4,1,2,0.26,0.2273,0.87,0.2985,21
11018,2012-04-09,2,1,4,5,0,1,1,1,0.44,0.4394,0.24,0.19399999999999998,32
1635,2011-03-13,1,0,3,15,0,0,0,1,0.48,0.4697,0.39,0.3284,304
14760,2012-09-12,3,1,9,4,0,3,1,1,0.5,0.4848,0.72,0.0896,5
4167,2011-06-27,3,0,6,12,0,1,1,2,0.72,0.6667,0.54,0.0,170
16676,2012-12-02,4,1,12,14,0,0,0,1,0.44,0.4394,0.62,0.2537,473
14763,2012-09-12,3,1,9,7,0,3,1,1,0.52,0.5,0.72,0.0,557
14449,2012-08-30,3,1,8,5,0,4,1,1,0.62,0.5909,0.73,0.0,35
12398,2012-06-05,2,1,6,18,0,2,1,1,0.6,0.6212,0.43,0.19399999999999998,790
6221,2011-09-21,3,0,9,18,0,3,1,3,0.64,0.5758,0.83,0.1642,408
12457,2012-06-08,2,1,6,5,0,5,1,1,0.5,0.4848,0.72,0.1045,29
5223,2011-08-10,3,0,8,12,0,3,1,1,0.82,0.7273,0.38,0.2985,240
10558,2012-03-21,2,1,3,0,0,3,1,1,0.52,0.5,0.88,0.0,33
17074,2012-12-19,4,1,12,4,0,3,1,1,0.24,0.2424,0.75,0.1343,7
14711,2012-09-10,3,1,9,3,0,1,1,1,0.52,0.5,0.68,0.2836,12
14055,2012-08-13,3,1,8,19,0,1,1,1,0.74,0.6818,0.58,0.1642,555
6282,2011-09-24,4,0,9,7,0,6,0,2,0.56,0.5303,0.88,0.1045,46
12232,2012-05-29,2,1,5,20,0,2,1,3,0.7,0.6515,0.61,0.5224,204
7880,2011-11-29,4,0,11,23,0,2,1,1,0.36,0.3333,0.76,0.3881,53
2300,2011-04-10,2,0,4,16,0,0,0,2,0.52,0.5,0.72,0.1642,288
13592,2012-07-25,3,1,7,12,0,3,1,1,0.76,0.6667,0.33,0.0,310
8036,2011-12-06,4,0,12,11,0,2,1,3,0.46,0.4545,0.94,0.2537,32
17368,2012-12-31,1,1,12,12,0,1,1,2,0.24,0.2273,0.56,0.19399999999999998,224
7140,2011-10-30,4,0,10,2,0,0,0,1,0.22,0.2121,0.87,0.2836,50
9631,2012-02-11,1,1,2,5,0,6,0,3,0.22,0.2273,0.93,0.1642,2
6956,2011-10-22,4,0,10,10,0,6,0,2,0.44,0.4394,0.62,0.1045,236
11110,2012-04-13,2,1,4,2,0,5,1,1,0.34,0.3333,0.49,0.19399999999999998,11
8404,2011-12-21,1,0,12,19,0,3,1,2,0.5,0.4848,0.94,0.3284,209
8105,2011-12-09,4,0,12,8,0,5,1,1,0.24,0.2879,0.81,0.0,385
4966,2011-07-30,3,0,7,19,0,6,0,1,0.74,0.6515,0.33,0.2239,256
8816,2012-01-08,1,1,1,3,0,0,0,1,0.34,0.3333,0.42,0.1343,32
4731,2011-07-21,3,0,7,0,0,4,1,2,0.76,0.7424,0.75,0.19399999999999998,42
5047,2011-08-03,3,0,8,4,0,3,1,2,0.76,0.6970000000000001,0.52,0.1642,7
12634,2012-06-15,2,1,6,14,0,5,1,1,0.72,0.6515,0.39,0.19399999999999998,376
2326,2011-04-11,2,0,4,19,0,1,1,1,0.72,0.6667,0.51,0.4478,284
6396,2011-09-29,4,0,9,1,0,4,1,2,0.6,0.5,1.0,0.19399999999999998,23
6562,2011-10-05,4,0,10,23,0,3,1,1,0.5,0.4848,0.77,0.1045,73
5228,2011-08-10,3,0,8,17,0,3,1,1,0.84,0.7121,0.26,0.2985,584
6741,2011-10-13,4,0,10,10,0,4,1,3,0.56,0.5303,1.0,0.1343,69
17305,2012-12-28,1,1,12,21,0,5,1,2,0.24,0.2424,0.7,0.1343,92
2142,2011-04-04,2,0,4,2,0,1,1,1,0.38,0.3939,0.66,0.2537,2
14031,2012-08-12,3,1,8,19,0,0,0,1,0.74,0.6515,0.4,0.1343,465
3573,2011-06-02,2,0,6,18,0,4,1,1,0.74,0.6515,0.22,0.3881,525
14686,2012-09-09,3,1,9,2,0,0,0,1,0.54,0.5152,0.77,0.2836,96
13308,2012-07-13,3,1,7,16,0,5,1,2,0.8,0.7121,0.36,0.2239,492
842,2011-02-07,1,0,2,12,0,1,1,2,0.32,0.3485,0.62,0.0,66
6342,2011-09-26,4,0,9,19,0,1,1,1,0.66,0.6061,0.82,0.0896,383
8146,2011-12-11,4,0,12,1,0,0,0,1,0.16,0.1515,0.59,0.2239,62
14974,2012-09-21,3,1,9,2,0,5,1,1,0.52,0.5,0.72,0.0,14
3814,2011-06-12,2,0,6,19,0,0,0,1,0.7,0.6667,0.74,0.1045,223
4368,2011-07-05,3,0,7,21,0,2,1,1,0.78,0.7424,0.62,0.2537,245
15658,2012-10-19,4,1,10,14,0,5,1,1,0.66,0.6212,0.61,0.2537,365
7888,2011-11-30,4,0,11,7,0,3,1,1,0.26,0.2727,0.81,0.1045,285
8830,2012-01-08,1,1,1,17,0,0,0,1,0.38,0.3939,0.4,0.2239,219
16456,2012-11-23,4,1,11,9,0,5,1,1,0.28,0.2879,0.75,0.1045,112
2449,2011-04-16,2,0,4,22,0,6,0,3,0.42,0.4242,1.0,0.0,24
4502,2011-07-11,3,0,7,11,0,1,1,1,0.82,0.7879,0.56,0.2985,128
1011,2011-02-14,1,0,2,18,0,1,1,1,0.4,0.4091,0.4,0.6119,205
8900,2012-01-11,1,1,1,16,0,3,1,2,0.34,0.3182,0.87,0.2537,118
9034,2012-01-17,1,1,1,7,0,2,1,3,0.3,0.2879,0.81,0.2239,126
5816,2011-09-04,3,0,9,18,0,0,0,1,0.76,0.7273,0.66,0.19399999999999998,356
7592,2011-11-17,4,0,11,22,0,4,1,1,0.26,0.2424,0.52,0.2537,84
448,2011-01-20,1,0,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,91
7989,2011-12-04,4,0,12,12,0,0,0,1,0.36,0.3485,0.81,0.1642,329
978,2011-02-13,1,0,2,9,0,0,0,2,0.24,0.2273,0.6,0.2239,47
6139,2011-09-18,3,0,9,8,0,0,0,1,0.46,0.4545,0.72,0.2537,69
11682,2012-05-06,2,1,5,22,0,0,0,1,0.56,0.5303,0.73,0.1642,157
14034,2012-08-12,3,1,8,22,0,0,0,1,0.7,0.6515,0.58,0.1343,181
9373,2012-01-31,1,1,1,10,0,2,1,2,0.32,0.3182,0.57,0.19399999999999998,144
8595,2011-12-29,1,0,12,21,0,4,1,2,0.28,0.2879,0.61,0.1343,68
13208,2012-07-09,3,1,7,12,0,1,1,2,0.74,0.6818,0.58,0.1343,266
16015,2012-11-04,4,1,11,23,0,0,0,2,0.3,0.303,0.56,0.1642,53
9625,2012-02-10,1,1,2,23,0,5,1,2,0.3,0.3182,0.7,0.0896,65
10642,2012-03-24,2,1,3,12,0,6,0,3,0.52,0.5,0.94,0.2239,183
16502,2012-11-25,4,1,11,7,0,0,0,2,0.22,0.2424,0.51,0.1045,21
12852,2012-06-24,3,1,6,16,0,0,0,1,0.84,0.7273,0.3,0.2537,461
14932,2012-09-19,3,1,9,8,0,3,1,1,0.52,0.5,0.59,0.2239,797
16667,2012-12-02,4,1,12,5,0,0,0,2,0.26,0.303,0.93,0.0,8
15181,2012-09-29,4,1,9,17,0,6,0,1,0.6,0.6212,0.38,0.3582,712
2642,2011-04-24,2,0,4,23,0,0,0,3,0.54,0.5152,1.0,0.0896,42
2572,2011-04-22,2,0,4,1,0,5,1,1,0.36,0.3333,0.53,0.2537,24
4857,2011-07-26,3,0,7,6,0,2,1,1,0.68,0.6364,0.83,0.2239,110
10209,2012-03-06,1,1,3,10,0,2,1,1,0.24,0.2576,0.44,0.0,129
3036,2011-05-11,2,0,5,9,0,3,1,1,0.52,0.5,0.72,0.1343,203
2586,2011-04-22,2,0,4,15,0,5,1,3,0.34,0.3333,0.87,0.19399999999999998,75
6779,2011-10-15,4,0,10,0,0,6,0,1,0.46,0.4545,0.55,0.1045,106
4882,2011-07-27,3,0,7,7,0,3,1,1,0.72,0.6667,0.48,0.2537,347
2040,2011-03-30,2,0,3,20,0,3,1,3,0.24,0.2121,0.93,0.2985,44
9852,2012-02-20,1,1,2,11,1,1,0,1,0.26,0.2273,0.48,0.3582,208
4961,2011-07-30,3,0,7,14,0,6,0,1,0.9,0.7879,0.29,0.0,305
3652,2011-06-06,2,0,6,1,0,1,1,1,0.6,0.5606,0.83,0.1343,14
14519,2012-09-02,3,1,9,3,0,0,0,1,0.66,0.5909,0.89,0.0896,42
5246,2011-08-11,3,0,8,11,0,4,1,1,0.76,0.6667,0.35,0.2537,187
16266,2012-11-15,4,1,11,11,0,4,1,2,0.34,0.3333,0.61,0.1343,166
1167,2011-02-21,1,0,2,9,1,1,0,2,0.32,0.303,0.57,0.2836,57
10133,2012-03-03,1,1,3,6,0,6,0,2,0.36,0.3636,0.93,0.0896,7
14971,2012-09-20,3,1,9,23,0,4,1,1,0.54,0.5152,0.68,0.1045,154
11994,2012-05-19,2,1,5,22,0,6,0,1,0.64,0.6212,0.47,0.0,338
9424,2012-02-02,1,1,2,13,0,4,1,2,0.42,0.4242,0.77,0.0,137
16803,2012-12-07,4,1,12,21,0,5,1,2,0.36,0.3636,0.93,0.1045,171
1145,2011-02-20,1,0,2,11,0,0,0,2,0.3,0.303,0.33,0.1642,161
9605,2012-02-10,1,1,2,3,0,5,1,1,0.26,0.2879,0.56,0.0896,5
2482,2011-04-18,2,0,4,7,0,1,1,1,0.46,0.4545,0.63,0.0,168
11335,2012-04-22,2,1,4,11,0,0,0,3,0.38,0.3939,0.87,0.2985,77
17290,2012-12-28,1,1,12,6,0,5,1,1,0.22,0.2121,0.64,0.2836,51
12206,2012-05-28,2,1,5,18,1,1,0,1,0.8,0.7727,0.59,0.2985,383
16279,2012-11-16,4,1,11,0,0,5,1,2,0.32,0.3333,0.66,0.1045,65
410,2011-01-19,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,7
2130,2011-04-03,2,0,4,14,0,0,0,1,0.46,0.4545,0.31,0.1343,349
7557,2011-11-16,4,0,11,11,0,3,1,3,0.46,0.4545,0.94,0.0896,60
6260,2011-09-23,4,0,9,9,0,5,1,3,0.62,0.5152,1.0,0.1343,111
6799,2011-10-15,4,0,10,20,0,6,0,1,0.5,0.4848,0.48,0.1343,179
150,2011-01-07,1,0,1,12,0,5,1,2,0.2,0.19699999999999998,0.37,0.2537,59
7917,2011-12-01,4,0,12,12,0,4,1,1,0.36,0.3485,0.46,0.2239,148
15573,2012-10-16,4,1,10,1,0,2,1,1,0.44,0.4394,0.67,0.19399999999999998,13
15373,2012-10-07,4,1,10,17,0,0,0,3,0.4,0.4091,0.82,0.2239,157
95,2011-01-05,1,0,1,2,0,3,1,1,0.16,0.19699999999999998,0.74,0.0896,2
11292,2012-04-20,2,1,4,16,0,5,1,1,0.66,0.6212,0.44,0.19399999999999998,580
15050,2012-09-24,4,1,9,6,0,1,1,1,0.46,0.4545,0.59,0.0,168
11745,2012-05-09,2,1,5,13,0,3,1,2,0.64,0.6212,0.53,0.2537,266
8837,2012-01-09,1,1,1,0,0,1,1,1,0.24,0.2273,0.6,0.2239,15
4126,2011-06-25,3,0,6,19,0,6,0,1,0.72,0.6667,0.48,0.2836,375
10355,2012-03-12,1,1,3,13,0,1,1,2,0.54,0.5152,0.32,0.2537,250
3548,2011-06-01,2,0,6,17,0,3,1,1,0.86,0.8029999999999999,0.47,0.2985,486
2267,2011-04-09,2,0,4,7,0,6,0,2,0.3,0.303,0.93,0.1642,21
58,2011-01-03,1,0,1,12,0,1,1,1,0.22,0.2121,0.35,0.2985,61
3906,2011-06-16,2,0,6,15,0,4,1,2,0.7,0.6515,0.61,0.2985,159
10264,2012-03-08,1,1,3,17,0,4,1,1,0.62,0.6212,0.38,0.6567,597
7811,2011-11-27,4,0,11,1,0,0,0,1,0.36,0.3788,0.81,0.0,44
11834,2012-05-13,2,1,5,6,0,0,0,1,0.52,0.5,0.68,0.1642,21
1963,2011-03-27,2,0,3,14,0,0,0,1,0.32,0.3182,0.36,0.1642,164
14205,2012-08-20,3,1,8,1,0,1,1,1,0.6,0.5606,0.83,0.1642,10
14859,2012-09-16,3,1,9,7,0,0,0,1,0.5,0.4848,0.77,0.1045,71
8407,2011-12-21,1,0,12,22,0,3,1,1,0.5,0.4848,0.88,0.2537,105
5171,2011-08-08,3,0,8,8,0,1,1,1,0.74,0.6818,0.58,0.3284,349
7730,2011-11-23,4,0,11,16,0,3,1,2,0.4,0.4091,0.62,0.4627,173
12769,2012-06-21,3,1,6,5,0,4,1,1,0.7,0.6667,0.84,0.1045,40
9569,2012-02-08,1,1,2,15,0,3,1,3,0.3,0.3182,0.61,0.1045,54
17259,2012-12-26,1,1,12,23,0,3,1,3,0.26,0.2273,0.87,0.2985,10
2190,2011-04-06,2,0,4,2,0,3,1,1,0.24,0.2424,0.7,0.1343,5
11210,2012-04-17,2,1,4,6,0,2,1,1,0.6,0.6212,0.46,0.2537,144
12141,2012-05-26,2,1,5,1,0,6,0,1,0.64,0.5758,0.83,0.1343,82
9499,2012-02-05,1,1,2,16,0,0,0,1,0.3,0.2879,0.56,0.2239,296
14029,2012-08-12,3,1,8,17,0,0,0,1,0.8,0.6970000000000001,0.33,0.0,505
13943,2012-08-09,3,1,8,3,0,4,1,1,0.68,0.6364,0.83,0.0896,6
7739,2011-11-24,4,0,11,1,1,4,0,1,0.32,0.2879,0.57,0.4179,24
15383,2012-10-08,4,1,10,3,1,1,0,1,0.34,0.3485,0.81,0.1045,10
7203,2011-11-01,4,0,11,17,0,2,1,1,0.44,0.4394,0.54,0.1642,506
12968,2012-06-29,3,1,6,12,0,5,1,2,0.92,0.8788,0.4,0.2537,226
6135,2011-09-18,3,0,9,4,0,0,0,1,0.44,0.4394,0.77,0.2239,1
11913,2012-05-16,2,1,5,13,0,3,1,1,0.72,0.6515,0.42,0.0,350
12485,2012-06-09,2,1,6,9,0,6,0,1,0.64,0.6212,0.57,0.1642,340
3288,2011-05-21,2,0,5,21,0,6,0,1,0.62,0.6061,0.61,0.1045,227
6557,2011-10-05,4,0,10,18,0,3,1,1,0.6,0.6212,0.53,0.1642,593
5806,2011-09-04,3,0,9,8,0,0,0,1,0.66,0.6061,0.78,0.1642,70
9801,2012-02-18,1,1,2,7,0,6,0,1,0.24,0.2879,0.7,0.0,41
15639,2012-10-18,4,1,10,19,0,4,1,2,0.56,0.5303,0.68,0.2985,513
103,2011-01-05,1,0,1,11,0,3,1,1,0.26,0.2273,0.33,0.3284,46
5362,2011-08-16,3,0,8,7,0,2,1,1,0.64,0.6061,0.69,0.2537,346
12635,2012-06-15,2,1,6,15,0,5,1,1,0.72,0.6515,0.39,0.19399999999999998,377
4706,2011-07-19,3,0,7,23,0,2,1,3,0.72,0.6970000000000001,0.79,0.1642,92
8251,2011-12-15,4,0,12,10,0,4,1,2,0.4,0.4091,0.58,0.2985,109
12643,2012-06-15,2,1,6,23,0,5,1,1,0.62,0.6212,0.53,0.2537,222
13181,2012-07-08,3,1,7,9,0,0,0,1,0.86,0.8182,0.5,0.1045,242
12717,2012-06-19,2,1,6,1,0,2,1,2,0.6,0.5758,0.78,0.1642,14
3450,2011-05-28,2,0,5,15,0,6,0,1,0.74,0.6818,0.55,0.2239,374
